StudentID,CGPA,Internships,Projects,Workshops_Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,Backlogs,CommunicationScore,TechnicalScore,MockInterviews,GitHub_Repos,CompetitiveCoding,PlacementStatus,PackageLPA
STU0727,7.22,2,2,1,52.0,2.9,0,1,65.1,56.5,0,2.8,78.7,1,3,0,1,11.92
STU0728,7.58,2,1,3,83.3,3.7,0,1,60.8,77.6,0,4.3,54.6,2,0,1,1,14.33
STU0729,6.61,2,1,1,52.2,4.2,1,0,68.9,68.1,0,3.3,52.4,1,4,1,0,0.0
STU0730,6.34,1,2,0,52.2,2.8,1,0,90.1,51.6,1,2.2,59.2,0,3,0,0,0.0
STU0731,7.42,1,4,3,54.4,4.2,1,0,98.5,99.0,0,2.7,58.6,2,5,2,1,13.17
STU0732,6.12,2,2,2,79.4,3.5,1,1,73.5,65.4,0,1.0,52.1,1,4,3,1,12.36
STU0733,7.65,1,5,2,58.7,4.4,0,1,84.0,65.1,0,2.9,65.2,2,4,1,1,12.1
STU0734,5.33,0,2,0,47.8,3.3,0,1,72.5,72.1,3,3.4,55.0,5,5,1,0,0.0
STU0735,8.33,2,1,0,58.9,3.8,1,0,59.5,92.5,0,3.3,66.8,0,4,2,0,0.0
STU0736,7.72,2,4,2,67.5,3.5,0,1,89.7,48.2,0,5.0,38.2,0,3,0,1,10.46
STU0737,7.48,1,2,1,50.3,3.4,0,1,64.5,73.6,0,3.9,61.1,0,3,0,0,0.0
STU0738,8.28,0,3,2,50.7,3.7,0,1,90.4,97.1,0,3.9,45.3,2,1,2,1,10.69
STU0739,9.03,1,5,2,99.7,4.0,1,1,87.6,71.7,1,1.8,53.5,3,5,2,1,15.2
STU0740,8.32,2,0,1,55.1,2.4,1,1,79.4,53.9,1,3.1,67.6,2,5,1,0,0.0
STU0741,5.18,3,0,4,63.2,4.8,1,1,93.9,62.0,1,2.9,36.1,2,2,2,1,10.29
STU0742,5.79,0,3,3,62.5,1.8,1,0,98.8,72.7,2,2.7,50.2,2,6,0,0,0.0
STU0743,6.51,0,1,2,61.7,2.9,1,0,69.9,87.3,3,2.6,75.2,1,4,1,0,0.0
STU0744,7.23,2,1,0,77.3,3.4,0,0,62.3,65.6,0,1.7,39.6,2,3,1,0,0.0
STU0745,7.77,1,0,0,82.2,3.9,0,1,49.6,80.7,3,2.2,97.0,3,0,0,0,0.0
STU0746,6.4,1,0,1,63.4,4.9,0,1,98.9,51.3,0,4.2,86.7,1,3,0,1,11.09
STU0747,7.41,3,3,0,49.5,1.8,0,0,66.7,51.2,1,3.3,56.1,3,4,3,0,0.0
STU0748,6.37,0,1,4,87.1,3.0,0,1,85.6,63.7,0,2.9,50.8,2,1,0,0,0.0
STU0749,6.53,1,2,0,66.6,1.6,0,1,63.1,88.7,2,3.4,68.6,1,3,0,0,0.0
STU0750,5.65,0,3,1,94.0,3.5,0,1,90.5,70.9,0,4.5,38.9,2,10,1,1,11.17
STU0751,6.18,1,2,1,34.3,3.7,0,1,63.6,73.8,1,3.4,29.0,5,5,0,0,0.0
STU0752,5.71,2,0,2,70.9,4.9,1,1,57.7,73.6,3,3.9,56.7,0,4,2,0,0.0
STU0753,6.13,1,3,0,96.8,3.6,1,0,69.5,84.4,1,2.6,62.6,1,4,0,0,0.0
STU0754,8.36,3,0,1,62.7,4.4,1,0,65.6,62.1,1,2.8,66.7,2,0,1,0,0.0
STU0755,6.16,1,3,1,64.6,4.0,0,1,79.2,78.9,0,3.7,53.9,3,8,0,1,12.86
STU0756,10.0,1,4,3,72.4,3.1,1,1,71.4,59.2,0,5.0,87.9,1,7,2,1,15.96
STU0757,7.74,0,2,0,59.6,2.2,0,0,79.5,95.8,3,4.8,38.1,5,4,1,0,0.0
STU0758,7.4,1,2,4,63.3,3.7,0,1,68.5,59.6,1,4.0,44.5,3,1,0,0,0.0
STU0759,6.26,1,2,3,62.9,2.2,0,1,64.0,58.5,0,3.5,73.8,4,2,3,1,12.11
STU0760,7.97,0,2,1,58.6,4.7,1,1,65.0,77.1,0,4.7,44.1,1,2,0,0,0.0
STU0761,6.57,1,4,3,86.4,3.4,1,0,96.5,71.0,0,4.2,43.4,4,4,1,1,12.86
STU0762,7.33,1,4,0,74.9,4.6,0,1,74.7,74.2,0,1.2,67.2,2,2,3,1,12.26
STU0763,10.0,2,2,4,71.8,3.1,0,1,48.2,73.0,0,2.4,46.0,1,4,1,1,14.53
STU0764,7.09,1,3,2,80.1,3.7,1,0,65.8,55.8,0,3.7,62.6,4,4,2,1,13.48
STU0765,8.46,2,4,1,64.0,3.7,0,1,73.2,91.0,0,1.7,52.4,0,0,0,1,12.27
STU0766,6.43,0,5,1,56.4,3.5,0,0,94.1,81.6,0,2.5,49.5,5,5,0,0,0.0
STU0767,7.16,0,2,0,59.0,3.1,0,0,84.3,87.7,0,2.7,27.2,2,2,0,0,0.0
STU0768,9.15,1,2,4,68.0,3.9,1,1,60.9,63.1,0,3.2,67.5,5,6,3,1,13.05
STU0769,6.51,1,1,0,52.1,2.7,0,0,100.0,75.4,0,3.1,42.6,2,3,3,0,0.0
STU0770,9.19,0,5,2,60.5,2.4,0,1,71.6,72.6,2,3.1,62.0,3,3,0,0,0.0
STU0771,7.98,2,1,1,60.3,4.6,0,1,87.0,84.7,0,4.2,55.8,0,0,0,1,12.59
STU0772,6.58,2,2,4,99.9,4.2,1,1,58.1,85.1,2,3.1,61.3,2,9,0,1,13.0
STU0773,7.9,1,1,1,26.4,3.6,1,0,43.2,72.5,3,3.0,62.3,3,4,0,0,0.0
STU0774,8.27,0,1,2,65.3,5.0,0,1,55.1,50.3,0,2.1,68.5,3,3,0,0,0.0
STU0775,7.88,2,2,1,93.9,3.3,1,0,40.0,93.1,0,4.4,51.9,1,1,2,1,14.12
STU0776,5.47,1,5,2,69.8,4.7,1,1,97.3,77.2,0,2.8,87.4,2,4,2,1,13.1
STU0777,6.4,2,0,0,79.3,3.7,1,1,74.6,62.1,0,2.4,31.7,2,2,2,0,0.0
STU0778,6.93,2,2,0,69.5,2.6,1,0,60.9,75.3,0,3.6,60.9,0,9,1,1,12.7
STU0779,7.12,2,0,1,58.0,5.0,1,1,77.4,50.4,0,2.7,80.1,2,8,2,1,14.57
STU0780,7.88,1,1,2,34.4,4.4,1,1,74.3,83.7,1,2.9,73.6,4,5,2,1,13.08
STU0781,7.4,0,2,0,71.1,3.4,0,0,79.5,50.9,0,3.6,47.5,1,9,1,0,0.0
STU0782,5.73,1,2,2,56.4,4.2,1,1,86.5,67.1,3,3.1,50.5,2,1,0,0,0.0
STU0783,7.62,1,1,1,56.0,3.1,1,1,68.5,73.2,0,5.0,46.9,5,2,0,0,0.0
STU0784,7.87,2,2,3,60.5,4.2,1,0,61.4,83.5,2,3.3,75.8,0,2,1,1,13.16
STU0785,7.82,0,0,4,94.2,1.3,1,1,81.9,71.4,0,4.0,51.7,2,1,3,1,12.04
STU0786,8.39,0,2,2,100.0,2.6,1,0,81.6,78.3,0,1.6,69.6,3,9,1,1,13.47
STU0787,8.12,2,5,1,71.3,4.4,1,1,73.2,69.6,0,2.6,69.8,3,1,3,1,14.69
STU0788,7.71,2,4,1,61.0,3.3,1,1,98.1,69.6,3,2.4,100.0,3,6,0,1,12.66
STU0789,7.12,3,2,0,50.3,3.7,1,1,66.7,71.1,0,2.5,70.6,3,5,2,1,13.01
STU0790,5.37,2,2,1,75.0,2.3,1,1,61.2,67.5,1,3.8,50.4,0,3,2,0,0.0
STU0791,7.67,1,4,2,94.7,5.0,1,0,77.0,48.1,2,4.4,38.7,2,0,1,0,0.0
STU0792,7.43,1,0,2,64.3,4.6,1,0,63.9,60.0,1,3.7,60.0,3,0,3,0,0.0
STU0793,7.5,2,4,4,32.3,3.3,1,0,77.9,73.2,0,3.2,62.9,0,2,1,1,9.89
STU0794,5.8,1,4,1,78.1,3.1,1,1,62.0,66.8,3,2.8,25.2,0,3,0,0,0.0
STU0795,6.01,1,0,2,82.8,4.4,0,1,67.2,68.0,2,4.5,52.2,4,3,0,0,0.0
STU0796,8.36,0,1,1,44.2,5.0,0,1,94.7,65.8,0,5.0,70.4,3,4,1,1,10.94
STU0797,7.16,1,5,2,70.6,4.4,1,0,67.1,58.8,0,3.5,55.4,2,5,3,1,13.62
STU0798,7.95,2,2,1,74.8,5.0,1,1,62.4,63.6,3,4.3,82.4,5,3,0,1,13.11
STU0799,7.23,0,0,1,66.9,2.7,0,1,86.0,66.0,3,3.7,36.9,3,2,1,0,0.0
STU0800,7.23,0,1,1,56.1,2.8,0,1,59.4,70.1,0,4.1,77.2,5,5,2,1,11.14
STU0801,8.23,1,2,2,83.2,2.4,1,1,63.7,75.1,2,2.3,81.5,5,3,0,1,15.11
STU0802,6.63,0,3,4,61.9,3.9,1,0,78.9,67.7,0,2.9,82.2,2,2,0,0,0.0
STU0803,7.31,0,3,1,45.7,3.7,1,0,83.3,56.6,0,3.8,36.8,3,5,0,0,0.0
STU0804,6.69,1,5,0,37.3,3.4,1,1,86.6,51.8,0,4.6,70.7,3,7,0,1,11.19
STU0805,6.72,3,1,1,86.9,4.2,0,0,63.0,100.0,0,2.6,53.0,4,7,0,1,13.55
STU0806,6.86,1,2,2,77.2,4.6,0,0,79.2,55.3,1,1.5,39.7,3,1,0,0,0.0
STU0807,7.44,0,2,0,69.3,2.1,0,0,66.4,63.3,0,2.9,57.6,1,4,0,0,0.0
STU0808,6.67,0,2,3,61.4,3.0,1,0,64.7,76.7,0,4.4,48.7,1,1,1,0,0.0
STU0809,8.58,1,1,4,60.1,4.2,0,1,86.4,74.7,0,1.9,81.6,1,8,1,1,13.28
STU0810,6.22,1,5,4,51.9,3.1,1,0,65.4,76.8,0,2.3,74.2,4,2,2,1,12.93
STU0811,6.99,2,4,0,61.5,2.8,1,1,75.3,64.2,3,3.5,44.3,4,2,1,0,0.0
STU0812,6.72,1,2,3,36.2,4.4,1,1,73.9,73.1,2,3.3,52.0,2,6,3,0,0.0
STU0813,8.79,2,3,2,57.0,2.3,1,1,59.2,70.8,0,4.0,58.1,2,8,2,1,12.15
STU0814,7.42,0,1,1,63.3,3.2,0,1,83.6,65.9,2,2.2,63.7,4,4,3,0,0.0
STU0815,8.34,1,2,2,77.1,3.8,1,0,78.7,73.2,0,3.1,83.1,1,1,0,1,14.64
STU0816,5.57,0,3,3,67.4,3.0,0,1,48.2,83.7,1,4.5,77.4,0,3,2,0,0.0
STU0817,7.49,3,2,1,79.9,4.2,0,1,75.3,69.7,3,2.3,65.9,2,5,2,1,14.77
STU0818,8.18,1,5,1,88.2,3.0,1,1,62.7,69.8,0,4.8,60.3,4,4,0,1,15.02
STU0819,7.29,1,3,1,83.9,4.8,0,1,85.2,83.9,1,2.4,33.1,3,1,0,0,0.0
STU0820,8.37,0,2,2,75.1,3.4,1,1,54.7,82.5,0,4.2,88.3,2,2,1,1,14.96
STU0821,6.63,0,3,0,68.2,4.1,1,1,67.7,90.6,0,3.0,57.0,0,6,0,0,0.0
STU0822,8.75,1,1,4,53.3,4.2,0,1,76.3,47.2,0,2.3,93.0,3,4,0,1,13.53
STU0823,9.73,0,2,2,79.1,2.9,0,0,72.7,81.8,3,2.9,68.5,4,5,1,0,0.0
STU0824,6.8,1,2,2,93.2,1.7,1,0,81.2,77.8,0,3.9,100.0,3,3,1,1,14.29
STU0825,6.71,0,2,0,73.1,3.8,1,1,53.8,58.5,3,3.4,75.9,2,4,3,0,0.0
STU0826,8.8,1,3,2,96.8,3.6,1,1,91.8,73.3,2,4.5,39.2,0,9,1,1,13.54
STU0827,8.94,2,2,0,45.1,4.0,1,0,78.3,83.7,0,4.8,53.9,4,3,1,1,13.81
STU0828,6.62,2,3,0,50.7,3.3,1,1,88.3,59.2,0,2.3,62.0,1,4,0,0,0.0
STU0829,6.74,2,2,2,80.8,3.1,1,1,82.5,75.8,1,2.2,49.3,1,2,1,1,11.52
STU0830,6.89,0,2,1,72.0,5.0,0,1,71.9,81.3,0,2.2,58.2,4,1,1,0,0.0
STU0831,5.72,0,4,2,87.7,2.2,1,1,56.6,56.1,0,2.5,40.4,5,5,2,0,0.0
STU0832,6.19,1,1,0,67.8,4.2,1,1,65.2,68.2,3,4.4,65.1,3,6,0,0,0.0
STU0833,6.1,1,1,1,55.0,3.0,1,1,91.1,73.9,1,3.9,69.3,3,4,1,1,11.39
STU0834,6.36,1,2,0,64.8,3.2,1,1,88.6,59.7,0,2.9,46.9,1,2,1,0,0.0
STU0835,7.16,0,1,4,45.0,3.2,1,1,64.6,58.6,1,3.4,99.9,0,2,2,0,0.0
STU0836,7.46,0,0,2,51.1,2.8,0,0,40.0,68.2,0,4.7,66.1,1,7,3,0,0.0
STU0837,8.91,0,3,2,82.6,4.0,1,1,69.4,80.4,0,5.0,50.3,2,2,0,1,12.09
STU0838,6.1,2,2,1,81.1,4.8,1,0,68.5,78.4,3,3.6,35.7,1,5,1,0,0.0
STU0839,8.28,0,2,0,73.4,3.9,1,0,69.0,58.8,2,1.0,66.1,4,2,2,0,0.0
STU0840,6.96,1,5,4,42.2,3.6,0,1,78.3,78.5,0,3.7,60.3,1,7,2,1,11.2
STU0841,7.15,0,2,1,62.6,2.6,0,1,82.5,59.1,0,4.3,79.1,2,7,1,1,10.78
STU0842,7.94,1,4,1,49.6,4.0,1,1,83.9,49.1,1,3.6,62.4,2,0,0,0,0.0
STU0843,5.97,1,1,2,85.6,5.0,1,0,77.3,65.2,0,4.1,43.5,3,5,0,1,11.83
STU0844,7.62,2,2,0,59.2,3.2,0,1,50.4,84.6,0,3.7,95.1,1,2,1,1,14.23
STU0845,7.38,2,4,3,51.7,3.2,1,1,67.9,78.5,0,2.2,72.8,4,2,1,1,14.16
STU0846,7.74,1,2,2,68.4,3.0,0,1,99.6,70.0,1,2.6,60.4,2,3,0,0,0.0
STU0847,7.52,3,3,1,58.4,3.1,1,0,76.5,64.6,0,3.1,68.0,3,4,0,1,13.76
STU0848,9.9,3,2,0,90.3,1.0,1,1,76.4,64.9,0,4.4,73.5,3,3,1,1,17.27
STU0849,6.5,2,0,0,57.0,3.9,0,1,76.3,71.4,0,2.7,39.3,0,4,3,0,0.0
STU0850,6.62,2,2,3,47.0,2.7,1,0,77.0,56.1,0,3.8,67.8,3,2,3,1,13.13
STU0851,6.51,0,2,2,35.7,2.1,1,0,43.4,65.5,0,3.7,56.9,2,0,1,0,0.0
STU0852,6.59,1,4,1,67.5,4.2,0,1,69.1,67.2,0,4.9,74.1,4,4,2,1,12.02
STU0853,6.5,0,1,0,59.6,2.5,1,1,71.5,52.4,0,3.4,51.7,4,4,0,0,0.0
STU0854,8.51,0,5,2,46.6,3.2,1,1,87.4,59.1,2,1.7,54.1,1,4,1,0,0.0
STU0855,8.76,3,5,2,85.8,4.8,1,1,72.6,75.3,0,4.0,94.9,0,4,0,1,17.79
STU0856,6.57,1,1,1,78.0,2.2,0,1,52.2,70.1,0,5.0,87.2,1,6,2,1,13.42
STU0857,6.28,2,2,1,67.6,2.1,0,1,77.2,66.0,3,4.1,10.0,5,3,3,0,0.0
STU0858,7.72,2,4,1,88.5,3.7,1,0,62.4,58.2,1,2.7,85.8,0,0,2,1,14.13
STU0859,6.59,2,5,2,77.9,4.5,0,0,57.4,90.5,1,2.4,63.7,3,4,1,1,12.7
STU0860,7.9,3,2,4,55.7,2.1,1,1,62.0,59.1,0,2.5,52.3,3,4,2,1,12.58
STU0861,7.42,0,2,0,52.4,3.9,0,0,78.5,73.3,0,5.0,46.9,3,4,3,0,0.0
STU0862,5.53,0,2,2,80.3,4.0,1,1,87.1,63.7,1,3.1,47.9,1,4,0,0,0.0
STU0863,8.9,1,3,1,73.9,1.6,1,1,77.8,70.5,1,2.8,52.8,1,3,2,0,0.0
STU0864,9.18,0,1,1,70.5,4.2,1,1,79.6,75.9,0,3.2,44.7,2,1,0,0,0.0
STU0865,6.53,0,3,1,55.3,4.3,1,1,77.7,52.2,0,3.1,40.6,0,4,2,1,10.45
STU0866,6.77,1,0,3,77.1,3.2,1,1,73.2,69.9,2,4.9,46.3,0,2,0,0,0.0
STU0867,7.51,2,0,1,56.7,4.6,1,1,80.4,85.5,0,2.4,70.8,0,3,0,1,13.11
STU0868,7.57,1,2,2,66.5,4.5,0,0,43.0,92.9,0,4.5,65.9,2,3,2,1,12.64
STU0869,7.92,1,2,1,89.7,3.6,1,0,73.3,68.3,0,3.5,75.0,2,3,0,0,0.0
STU0870,9.41,1,2,0,58.1,3.1,1,1,59.5,70.5,2,4.5,63.8,1,4,0,1,13.84
STU0871,7.01,0,2,0,44.4,2.6,0,0,86.0,98.7,2,4.9,41.5,1,0,1,0,0.0
STU0872,6.32,0,2,2,52.2,3.5,0,1,70.2,84.8,1,3.5,73.9,1,9,2,1,10.06
STU0873,5.68,2,1,0,82.9,4.0,0,1,72.4,62.0,0,3.1,46.9,2,5,0,1,13.83
STU0874,6.4,1,2,2,71.8,3.2,0,1,53.9,62.0,0,3.5,76.6,1,3,2,1,11.27
STU0875,7.16,2,5,1,66.1,1.5,1,0,84.2,82.4,0,3.3,44.0,3,2,2,1,12.16
STU0876,9.17,0,2,1,60.4,4.6,1,1,79.5,56.9,1,1.8,52.6,0,1,1,0,0.0
STU0877,6.63,2,2,1,75.3,3.7,1,0,78.7,84.1,1,4.9,58.5,5,4,1,1,13.06
STU0878,7.45,1,2,1,55.3,3.2,1,1,62.2,74.3,3,3.6,77.1,0,3,0,0,0.0
STU0879,7.18,1,5,0,72.6,4.3,0,0,62.7,76.7,0,2.3,68.2,5,2,0,0,0.0
STU0880,8.51,1,1,1,57.0,4.9,0,1,74.7,66.7,1,1.4,65.4,4,3,0,1,14.06
STU0881,9.98,2,3,2,54.5,1.0,1,0,63.7,61.8,0,1.2,98.9,3,4,0,0,0.0
STU0882,6.62,1,3,2,58.4,3.9,0,0,77.2,89.0,0,4.1,31.9,4,4,0,1,10.5
STU0883,6.66,1,3,1,62.4,2.2,0,1,46.1,66.8,0,2.8,46.3,0,4,0,0,0.0
STU0884,8.35,3,0,1,67.3,3.9,1,0,66.1,64.7,0,3.0,45.5,1,6,2,1,14.82
STU0885,7.95,2,3,0,71.5,3.6,1,1,93.6,69.0,3,3.9,33.1,1,2,1,0,0.0
STU0886,9.23,1,0,1,20.0,4.1,0,0,77.3,72.5,0,2.9,52.0,1,4,3,0,0.0
STU0887,7.84,2,2,0,55.9,3.1,1,0,74.0,56.6,3,3.9,77.4,1,1,0,0,0.0
STU0888,6.8,1,3,3,62.1,1.8,1,1,95.8,62.7,0,3.5,54.4,2,4,0,0,0.0
STU0889,7.85,0,1,1,90.6,3.1,0,0,44.0,62.0,0,3.3,59.0,0,4,1,1,13.64
STU0890,8.42,1,4,1,51.8,3.9,1,1,62.2,81.0,0,1.9,34.0,2,2,0,1,11.03
STU0891,8.1,3,0,1,70.4,4.4,0,1,67.2,58.5,0,2.6,50.7,1,3,2,1,13.72
STU0892,7.76,3,4,0,90.4,2.4,1,0,82.3,47.2,0,4.0,56.7,3,6,1,1,14.41
STU0893,8.37,1,2,2,48.3,4.4,1,0,82.5,44.4,0,2.8,76.6,5,1,1,1,13.86
STU0894,8.49,1,1,0,73.9,2.9,1,0,61.6,50.9,0,4.5,34.9,2,3,0,0,0.0
STU0895,8.72,0,1,0,56.0,3.8,0,1,84.0,87.7,3,5.0,56.8,2,7,0,0,0.0
STU0896,7.91,3,5,2,60.4,3.0,0,1,67.2,70.2,1,4.0,84.6,2,4,1,1,14.13
STU0897,7.02,3,0,1,56.0,3.7,0,1,86.5,76.5,1,4.8,57.0,3,5,0,1,13.58
STU0898,7.36,1,1,2,57.0,4.3,1,1,59.6,77.0,0,4.1,26.9,0,6,0,0,0.0
STU0899,8.53,2,2,2,100.0,2.4,0,0,70.5,70.7,0,2.9,88.0,5,2,1,1,15.7
STU0900,6.3,2,3,1,80.7,2.9,1,1,66.1,69.0,0,3.6,78.2,2,2,0,1,15.03
STU0901,7.61,1,2,2,84.5,3.7,0,1,84.7,83.6,2,5.0,80.6,1,5,2,1,13.27
STU0902,6.77,0,1,0,75.4,5.0,1,1,65.7,71.9,0,2.9,33.6,5,5,0,0,0.0
STU0903,7.23,1,1,2,43.9,2.7,0,1,71.5,88.2,0,2.4,92.2,5,1,0,1,13.03
STU0904,8.61,1,1,1,73.9,5.0,1,1,78.1,78.1,0,2.3,51.1,3,3,0,1,12.93
STU0905,7.41,1,1,1,84.1,5.0,0,1,78.5,62.0,0,3.2,55.8,0,3,0,1,13.43
STU0906,7.25,1,2,2,55.2,3.4,0,0,82.6,63.5,2,2.4,52.4,3,6,0,0,0.0
STU0907,5.7,3,3,3,82.5,3.2,1,0,74.5,60.5,0,5.0,82.0,1,3,0,1,13.88
STU0908,8.02,0,1,4,78.6,2.9,1,0,67.0,85.8,0,3.6,61.8,2,7,0,1,13.19
STU0909,7.91,1,2,2,95.8,3.4,0,1,67.8,64.7,1,4.3,73.7,1,10,0,1,14.37
STU0910,9.58,1,2,1,61.7,2.2,0,0,72.3,59.6,0,3.1,66.4,2,5,2,1,14.35
STU0911,6.86,1,5,1,51.5,3.4,1,0,75.0,74.2,0,2.3,63.3,3,4,2,1,11.39
STU0912,7.44,1,5,1,62.6,4.8,0,1,70.2,68.7,0,2.2,48.0,1,3,0,1,11.66
STU0913,7.47,0,4,1,89.5,3.0,1,0,72.2,73.8,1,2.5,97.6,5,1,0,1,14.01
STU0914,8.94,0,1,1,40.6,3.3,1,0,53.8,94.6,3,3.7,38.7,1,4,1,0,0.0
STU0915,7.1,1,0,4,37.0,2.0,0,0,80.0,81.9,1,3.9,72.4,0,3,2,0,0.0
STU0916,7.51,1,2,1,69.3,3.8,1,1,74.2,70.4,2,4.0,71.8,3,3,3,1,12.2
STU0917,7.87,0,1,1,61.4,3.7,1,0,84.0,51.7,0,2.0,85.8,4,4,0,0,0.0
STU0918,7.41,2,2,1,68.1,3.6,1,1,72.0,63.5,0,3.4,90.0,5,3,1,1,14.09
STU0919,6.71,1,3,3,82.2,3.3,0,1,51.1,79.2,0,2.4,62.5,3,5,2,1,12.36
STU0920,7.41,1,4,2,59.7,3.2,1,1,67.7,54.8,1,3.8,74.5,1,3,2,1,13.2
STU0921,8.38,2,4,2,39.9,4.0,0,0,69.6,97.8,0,3.9,96.8,5,2,0,1,12.9
STU0922,6.07,0,2,1,98.7,3.5,1,1,80.9,70.2,1,2.3,63.8,4,3,1,1,10.82
STU0923,7.35,0,3,3,53.0,3.8,1,1,47.2,70.6,1,4.3,45.8,1,8,0,0,0.0
STU0924,6.43,2,2,0,52.1,3.7,0,1,72.5,61.3,3,5.0,58.1,2,5,0,0,0.0
STU0925,8.51,1,0,3,84.6,4.5,1,0,78.2,76.5,0,4.2,41.5,2,2,1,1,13.32
STU0926,5.52,1,3,2,62.2,4.1,1,0,64.1,54.9,0,3.2,71.7,2,3,0,1,11.71
STU0927,6.59,2,0,1,67.0,3.7,1,1,72.9,98.1,0,3.1,84.2,5,7,2,1,13.27
STU0928,7.61,2,2,1,75.2,4.9,1,1,64.5,87.1,0,3.2,62.8,0,1,2,1,12.09
STU0929,8.92,3,2,2,84.3,3.9,0,1,63.2,82.8,2,2.7,35.8,3,2,2,1,14.32
STU0930,7.13,1,3,0,63.0,4.7,0,1,67.1,51.9,0,3.6,83.4,1,2,0,0,0.0
STU0931,6.59,1,3,3,90.8,4.0,0,1,63.5,72.7,3,2.3,33.0,2,4,0,0,0.0
STU0932,9.27,1,2,1,36.0,1.8,0,1,80.2,85.7,3,1.6,37.2,3,3,0,0,0.0
STU0933,5.61,0,4,1,79.4,4.7,1,1,63.2,77.7,0,3.6,61.8,1,1,1,1,10.54
STU0934,4.78,1,1,0,55.4,3.6,1,1,61.2,57.0,0,3.4,69.5,2,4,1,0,0.0
STU0935,7.68,0,2,1,88.6,3.5,1,1,93.2,61.5,0,2.9,72.6,5,1,0,1,11.73
STU0936,6.65,3,3,1,70.1,3.8,1,0,83.5,64.1,0,2.2,63.8,3,4,1,1,13.87
STU0937,6.08,1,3,1,57.9,3.2,1,0,49.7,62.2,0,3.7,96.7,2,4,1,0,0.0
STU0938,7.98,1,5,2,77.9,3.7,1,1,62.8,89.9,0,2.5,66.2,1,3,0,1,13.18
STU0939,7.47,1,1,1,81.4,3.0,1,1,74.9,45.0,0,3.3,83.6,2,1,1,1,12.56
STU0940,6.58,0,3,4,77.6,4.6,0,1,75.9,78.5,1,5.0,79.2,3,4,1,1,11.79
STU0941,5.79,0,3,2,52.6,3.4,1,1,54.1,53.2,0,4.0,41.7,4,3,2,0,0.0
STU0942,8.16,1,4,3,60.7,3.2,0,1,85.9,57.5,0,2.1,61.9,1,3,1,0,0.0
STU0943,7.92,0,1,0,67.9,2.7,0,1,81.9,43.9,0,2.2,100.0,3,4,0,0,0.0
STU0944,7.09,1,3,1,67.4,3.7,0,1,77.8,62.9,3,3.5,55.9,0,4,1,0,0.0
STU0945,9.23,2,2,1,79.2,3.7,1,0,88.3,89.6,1,2.1,52.9,0,0,2,1,14.84
STU0946,6.02,2,1,2,37.8,3.8,1,1,77.4,73.4,0,1.5,68.1,2,1,0,0,0.0
STU0947,5.52,1,2,3,73.0,2.6,1,1,77.4,54.4,1,3.9,56.6,1,2,2,0,0.0
STU0948,6.44,0,2,0,63.7,2.1,1,1,90.7,83.2,1,3.7,50.7,0,4,0,0,0.0
STU0949,7.15,2,2,0,55.4,4.1,0,0,85.2,86.0,2,3.8,56.3,3,4,1,0,0.0
STU0950,7.47,2,4,3,56.9,4.8,1,0,61.9,71.4,0,3.6,90.8,2,5,3,1,13.62
STU0951,6.93,0,2,1,64.8,2.6,1,1,79.6,96.5,2,3.3,62.5,3,5,1,1,12.69
STU0952,7.59,2,3,2,20.0,4.9,0,1,64.0,80.7,0,2.8,41.1,3,6,1,0,0.0
STU0953,5.82,0,2,2,57.5,3.8,1,1,78.0,78.9,3,3.9,37.8,3,3,0,0,0.0
STU0954,8.79,2,0,3,54.9,3.5,0,1,77.7,59.6,0,4.9,100.0,1,3,0,1,14.94
STU0955,7.11,3,1,0,76.0,3.1,1,1,55.4,78.2,3,2.9,61.0,1,6,1,0,0.0
STU0956,8.43,0,2,0,55.9,2.3,0,1,70.5,72.8,3,2.4,72.8,3,2,1,0,0.0
STU0957,7.58,2,2,2,64.8,4.4,0,0,75.2,76.8,0,2.3,51.1,1,3,0,0,0.0
STU0958,7.7,1,1,4,91.1,2.8,1,1,66.8,61.1,3,2.6,70.8,4,2,3,0,0.0
STU0959,7.83,3,2,1,82.9,2.8,0,1,75.8,71.7,0,3.6,91.3,2,7,0,1,14.09
STU0960,7.69,1,2,1,81.5,4.4,0,1,81.7,59.4,0,1.4,53.3,1,3,1,1,11.8
STU0961,7.91,2,1,2,60.5,1.8,1,1,71.6,42.1,0,3.8,73.3,3,2,1,1,13.0
STU0962,8.66,0,2,4,76.1,2.1,0,1,74.7,83.0,3,4.0,39.7,5,4,1,1,12.71
STU0963,7.42,1,1,3,64.5,3.5,1,1,88.6,50.5,0,1.7,100.0,0,2,1,1,14.23
STU0964,7.98,0,4,4,65.1,3.8,1,0,77.7,71.4,0,2.5,69.8,0,8,0,1,11.23
STU0965,7.1,3,4,0,74.1,3.9,1,1,74.4,74.3,1,3.5,57.6,4,3,3,1,13.97
STU0966,8.78,2,3,0,59.0,3.2,1,0,60.5,74.2,3,3.3,59.6,0,4,1,0,0.0
STU0967,6.46,2,1,2,90.4,5.0,0,0,80.1,66.3,1,3.9,55.8,0,3,1,0,0.0
STU0968,9.18,3,3,3,65.6,3.3,0,1,76.0,73.5,0,3.3,56.7,1,5,1,1,14.8
STU0969,7.16,0,4,1,77.3,3.3,1,0,87.4,76.1,0,4.6,20.9,2,6,0,0,0.0
